sentence	paragraph	Alatopiikki	kommentti	textid	indicatorword	indicator.deprel	headverb_lemma	headverb_person	words_total	kokoteksti
Asunnot olivat vaihtareille valmiina, mutta saimme muuttaa niihin sisään vasta juuri ennen lukukauden alkua ja jouduimme lähtemään niistä heti seuraavana päivänä lukukauden päättymisestä.	Asunnot olivat vaihtareille valmiina, mutta saimme muuttaa niihin sisään vasta juuri ennen lukukauden alkua ja jouduimme lähtemään niistä heti seuraavana päivänä lukukauden päättymisestä. Ennen saapumista saimme jo Suomesta käsin täyttää asuntohakemukset ja esittää toiveitamme asumistyyppiin liittyen. Kampuksella olevassa asuntolassa on niin sanottu kotiintuloaika, joten kannattaa miettiä tarkkaan haluaako asua kampuksen sisällä vaiko hiukan kalliimmassa kampuksen ulkopuolella olevassa asuntolassa, jossa on enemmän vapauksia. Kannattaa olla siis ajoissa liikkeellä asuntolapaperien suhteen, ne lähetetäänkin yleensä samassa vaihtohakupaperien kanssa. Tätä varten tulee myös käydä lääkärintarkastuksessa YTHS:llä. Vuokrataso ei mielestäni eroa paljoa TOASin soluasuntojen vuokrasta, mutta asuntola tulee maksaa heti lukukauden alussa kerralla.			430	asunto	nsubj	olla	Plur.3	98	https://puolukka.uta.fi/jhout/analyzer/index.php?id=430
Minulla ei ollut asuntoa valmiina, mutta minulla on ystäviä Brasiliasta, joten he järjestivät minulle majoituksen pariksi ensimmäiseksi viikoksi erääseen perheeseen.	Minulla ei ollut asuntoa valmiina, mutta minulla on ystäviä Brasiliasta, joten he järjestivät minulle majoituksen pariksi ensimmäiseksi viikoksi erääseen perheeseen. Perheen kautta löysinkin itselleni hyvän kämpän Copacabanalta. Vuokra oli noin 350 e/kk. Minulla kävi hyvä säkä kämpän suhteen, sillä se oli todella hyvässä kunnossa. Kävin nimittäin katsomassa monta kämppää, jotka olivat huomattavasti kalliimpia, kuin tuo ja huomattavasti huonommassa kunnossa. Vuokrat Riossa ovat melko korkeita.			84	asunto	nsubj	olla	--	65	https://puolukka.uta.fi/jhout/analyzer/index.php?id=84
Suurella perheellämme oli myös yhteinen asunto.	Suurella perheellämme oli myös yhteinen asunto. Jordanstownin kampuksella sijaitsi kaksi erilaista asuntolaratkaisua. Suurempi Dalriada oli pääasiassa täynnä paikallisia, mutta siellä asui myös vaihtareita. Näissä kämpissä jokaisella oli omat kylpyhuoneet mutta yhteiskeittiöt.			125	asunto	nsubj	olla	Sing.3	31	https://puolukka.uta.fi/jhout/analyzer/index.php?id=125
Asuminen järjestyi yliopiston puolesta helposti, sain huoneen kampuksella olevasta Cwrt Mawr –nimisestä asuntolasta, joka oli ihan perussiisti ja huomattavasti kivempi kuin olisin odottanut.	Asuminen järjestyi yliopiston puolesta helposti, sain huoneen kampuksella olevasta Cwrt Mawr –nimisestä asuntolasta, joka oli ihan perussiisti ja huomattavasti kivempi kuin olisin odottanut. Yliopistomajoituksen ehdoton plussa on se, miten helpoksi se on tehty opiskelijoille. Toisaalta yksityiseltä sektorilta huoneita löytyy huomattavasti halvemmalla. Suurin osa yksityisen sektorin tarjonnasta on myös opiskelija-asuntoja, joten valitset näistä vaihtoehdoista kumman tahansa, päädyt todennäköisesti asumaan muiden yliopisto-opiskelijoiden kanssa.			100	asua	nsubj	järjestyä	Sing.3	61	https://puolukka.uta.fi/jhout/analyzer/index.php?id=100
Syy miksi saavuin Britteihin viikkoa ennen lukukauden alkua oli se, ettei minulla ollut vielä asuntoa.	Syy miksi saavuin Britteihin viikkoa ennen lukukauden alkua oli se, ettei minulla ollut vielä asuntoa. Student Villagen tarjoama asuminen oli niin järkyttävän kallis, että päätin hoitaa itse asunnon hankinnan. Kalleus johtui siitä, että he eivät varaa vaihto-opiskelijoille erillisiä short-term asuntoja. Ennen lähtöä minulla olikin AirBnB:n kautta varattu huone viikoksi. Asumisen kevääksi sain järjestettyä jo toisena päivänä. Huone löytyi spareroom-sivuston kautta, johon yksityiset vuokranantajat voivat laittaa ilmoituksiaan. Tämä vaihtoehto oli huomattavasti halvempi, sillä maksoin omasta huoneestani noin 200 puntaa kuussa vähemmän, mitä yliopiston tarjoama asuntola olisi maksanut.			147	asunto	nsubj	saapua	Sing.1	16	https://puolukka.uta.fi/jhout/analyzer/index.php?id=147
Viisikerroksinen asuntolani( dormitory 5; https :// www.hse .ru /en/ dormitory/ kib) sijaitsi paraatipaikalla VDNH:n metroasemalla, Kibaltšitšan kadulla.	Viisikerroksinen asuntolani (dormitory 5; https://www.hse.ru/en/dormitory/kib) sijaitsi paraatipaikalla VDNH:n metroasemalla, Kibaltšitšan kadulla. Jaoin pääasiassa vain vaihto-opiskelijoille tarkoitetussa asuntolassa noin 10 neliön huoneen yhdessä hollantilaisen tytön kanssa, keittiön sekä wc- ja suihkutilat taas koko kerroksen kanssa. Asuntolasta on mahdollista saada myös oma huone, jos on hyvä tuuri tai on ajoissa yhteydessä asuntolan väkeen. Opiskelijoiden ahkerassa käytössä olivat myös asuntolan oma kuntosali ja lukusali. Tämän lisäksi torstaisin oli mahdollista vaihtaa pesulan valmiiksi pesemät puhtaat lakanat, ja päivittäin asuntolan omat siivoojat siivosivat yhteiset tilat.			811	asun#tola	nsubj	sijaita	Sing.3	86	https://puolukka.uta.fi/jhout/analyzer/index.php?id=811
Asuntoni oli valmiina heti saavuttuani paikalle.	Asuntoni oli valmiina heti saavuttuani paikalle. Asuin Vogeliusvegillä. Maksoin neljän hengen solusta 260 €. Jokaisella oli iso makuuhuone, jaoimme oleskelutilan, keittiöin sekä kaksi vessaa, joista toisessa oli suihku. Suosittelen asumaan joko Peterhillewegillä tai Vogeliuswegillä, jotka sijaitsevat molemmat ihan yliopiston vieressä. Kämppisten kanssa ei kyllä ollut oikein ollenkaan kanssakäymistä, joka oli sääli sinänsä. Myös WG asunnot, jotka ovat kuin omakotitaloja, mutta asutaan muiden opiskelijoiden kanssa, ovat hyvä vaihtoehto, kunhan ne eivät ole liian kaukana keskustasta tai yliopistosta.			691	asunto	nsubj	olla	Sing.3	76	https://puolukka.uta.fi/jhout/analyzer/index.php?id=691
Asuminen tapahtuu pienessä huoneessa yhdessä kämppiksen tai kahden kanssa.	Asuminen tapahtuu pienessä huoneessa yhdessä kämppiksen tai kahden kanssa. Huoneessa on vain sänky, kaappi, pöytä ja onneksi edes ilmastointi. Yksityisyyttä ei käytännössä ole ollenkaan, mutta onneksi minun kämppis oli tosi mukava ja voitiin olla omissa oloissamme toisen läsnäolon häiritsemättä. Toiset asuntolat ovat parempia ja siistimpiä kuin toiset. Tähän epäoikeudenmukaisuuteen ei auta kuin sopeutua. Itse pystyy vaikuttamaan hakemusvaiheessa valitsemalla kolmesta vaihtoehdosta sen, mikä sisältää pakolliset ruokailut kolme kertaa viikossa. Tällöin saa hienon hostellin ja tutustuu paikallisiin paljon. Haittapuolena on matkustamisen hankaluus, koska ruokailut ovat pakollisia ymmärtääkseni. Itse valitsin asumisen ilman ruokailua, jolloin randomisti sain kämpän Shaw collegesta, campuksen perimmäisestä nurkasta.			390	asua	nsubj	tapahtua	Sing.3	99	https://puolukka.uta.fi/jhout/analyzer/index.php?id=390
Löysin itselleni asunnon internetistä sivustolta http: / / www.wg-gesucht.de.	Löysin itselleni asunnon internetistä sivustolta http://www.wg-gesucht.de. Asunto löytyi nopeasti ja vaivattomasti. Kyseessä oli kahden saksalaisen opiskelijan kimppakämppä. Heistä toinen oli lähdössä vuodeksi ulkomaille, joten pääsin asumaan täysin kalustettuun huoneeseen ja asuntoon. Vuokrasopimusta varten minun täytyi muun muassa todistaa saavani vuoden aikana tarpeeksi rahaa vuokraan, mutta ei tämäkään prosessi vaatinut kuin muutamien dokumenttien skannausta ja eteenpäin lähettämistä. Vaikka asuin Leipzigissa erittäin suositussa kaupunginosassa suhteellisen lähellä keskustaa ja yliopistoa, oli vuokra silti Tampereeseen verrattuna huokea.			666	asunto	nmod:poss	löytää	Sing.1	74	https://puolukka.uta.fi/jhout/analyzer/index.php?id=666
Soluasunnon itselleni hain Saksasta wg-gesuchtin nettisivujen kautta.	Soluasunnon itselleni hain Saksasta wg-gesuchtin nettisivujen kautta. Saksalaisen perheen vuokraamassa solussa asui lisäkseni kolme muuta. Vaikkei kämppiksien kanssa yhteiselo aina ilman ongelmia onnistunutkaan, suosittelen ehdottomasti ainakin harkitsemaan opiskelija-asuntolan sijaan soluasunnossa asumista. Oma kielitaitoni kehittyi huomattavan nopeasti ja etenkin vuokraisännän, -emännän sekä umpibaijerilaisen kämppikseni kautta opin tuntemaan paikalliskulttuuria paljon paremmin kuin monet muut asuntoloissa miltei täysin muiden vaihto-opiskelijoiden kanssa asuskelleet. Minulle ja monelle saksalaisellekin täysin käsittämätöntä paikallismurretta en oppinut muutamaa sanaa enempää. Augsburgin yliopiston asuntoloihin on myös tunkua eli asuntolaan halajavan kannattaa toimia hakemuksensa kanssa nopeasti.			618	solu#asunto	nmod:poss	hakea	Sing.1	85	https://puolukka.uta.fi/jhout/analyzer/index.php?id=618
Edellä mainitun lisäksi hoidin jo Suomessa ollessani itselleni asunnon Ateenasta.	Edellä mainitun lisäksi hoidin jo Suomessa ollessani itselleni asunnon Ateenasta. Käytin paikallisen ESN:n kanssa yhteistyötä tekevän Stay in Athensin palveluja. Asunnon varaaminen ja maksaminen sujuivat mutkattomasti ja luotettavasti. En osaa sinällään sanoa onko järkevämpää varata asunto jo Suomesta käsin, vai mennä paikan päälle ilman asuntoa katselemaan eri vaihtoehtoja. Itse halusin varata hyvissä ajoin, ettei asiasta tarvitsisi sen enempiä stressata.			448	asunto	nmod:poss	hoitaa	Sing.1	59	https://puolukka.uta.fi/jhout/analyzer/index.php?id=448
Asumisen osalta vaihtoehdot ovat asuntola ja yksityinen vuokranantaja, joilla kummallakin on puolensa.	"Asumisen osalta vaihtoehdot ovat asuntola ja yksityinen vuokranantaja, joilla kummallakin on puolensa. Itse päädyin yksityiselle sen tarjoaman vapauden ja vapaa-ajan puolesta paremman sijainnin takia (kampus suhteellisen kaukana keskustasta), tosin on hyvä muistaa että kulttuurierojen takia vuokranantajatkin voivat olla varsin holhoavia mutta tämäkin kannattaa ottaa kohteliaisuutena; he vain kokevat olevansa vastuussa sinusta ja pitävät sinusta siksi huolta. Vuokrajärjestelyt hoituvat sujuvasti koulun edustajan, Orlandon, kautta ja hänen puoleensa on hyvä kääntyä kaiken tähän liittyvän osalta jo hyvissä ajoin. Asuntoloissa meno on ainakin näennäisesti rajoitetumpaa, liikkumista, vierailijoita tarkkaillaan ja mm.alkoholin käyttö koulualueella on ""kielletty"", mutta koulussa tulee ehkä käytyä ahkerammin... Hintojen puolesta yksityinen vuokranantaja saattaa tulla jopa asuntolaa edullisemmaksi, mutta toki asuntoja löytyy moneen lähtöön."			51	asua	nmod:poss	asun#tola	--	112	https://puolukka.uta.fi/jhout/analyzer/index.php?id=51
Asunnon Augsburgista etsin itse.	Asunnon Augsburgista etsin itse. Laitoin wg-gesucht.de-sivustolle viestin, että etsin asuntoa vaihdon ajaksi ja jo heti seuraavana päivänä sain yhteydenoton sähköpostitse yksiöstä mukavan tuntuisella alueella, joka ei ollut kovin kaukana yliopistosta. Kävin sähköpostitse kirjeenvaihtoa asuntoa vuokraavan pariskunnan kanssa ja päätin vuokrata kyseisen asunnon vaihtoni ajaksi. En olisi voinut toivoa parempaa asuntoa ja paikkaa asunnolle vaihdossa ollessani. Asuin asunnossa yksin, jonka myötä sain omaa rauhaa ja pystyin päättämään monista arjen asioista ihan itse. Asunto oli kuuden asunnon pienkerrostalossa, ja vuokranantajani asuivat vuokraamani asunnon alla sijaitsevassa asunnossa. Näin ollen pystyin pyytämään heiltä apua monissa asioissa, myös sellaisissa, jotka eivät liittyneet asuntoon. He myös kutsuivat minut muutaman kerran syömään heidän kanssaan ja sain siten myös erittäin tärkeää harjoitusta saksan puhumiseen ihan tavallisessa saksalaisen perheen arjessa. Asunnon läheltä löytyivät myös helposti ratikka- ja bussipysäkit sekä kaikki tarvittavat ruoka- ja taloustavarakaupat. Alue oli myös viihtyisä sekä yksi kaupungin arvostetuimmista alueista, ja siellä oli viihtyisää käydä esimerkiksi lenkillä. Alue tuntui myös ihan oikeasti saksalaiselta asuinalueelta, mistä olen todella iloinen.			619	asunto	nmod:poss	etsiä	Sing.1	162	https://puolukka.uta.fi/jhout/analyzer/index.php?id=619
Asuntoni Sloveniassa oli lottovoitto.	Asuntoni Sloveniassa oli lottovoitto. Asuimme kahdestaan huoneessa, jossa oli pieni keittiö ja pesuhuone/vessa. Lisäksi olimme asunnon ensimmäiset asukkaat, joten kaikki oli aivan uutta ja melko toimivaa. Muutamia puutteita talossa vielä oli, sillä kaikki ei ollut valmistunut aivan ajallaan. Esimerkiksi sälekaihtimet isoihin ikkunoihin saimme vasta kuukauden asumisen jälkeen. Ensimmäisessä kerroksessa asuvaa hissin toimimattomuus ei haitannut, mutta viidennen kerroksen asukkaat olivat välillä hyvinkin närkästyneitä tähän puutteeseen. Samassa asuntolassa asui myös paljon muita vaihto-opiskelijoita ja toisten ovilla käytiinkin vierailuilla tiheään tahtiin. Vaihdon aikana meistä tulikin yhtenäinen ja iso Erasmus-perhe.			703	asunto	nmod:poss	olla	Sing.3	87	https://puolukka.uta.fi/jhout/analyzer/index.php?id=703
Jos halusi saada paikallisen opiskelija-asuntosäätiön asunnon, piti tehdä online-hakemus suoraan kyseiselle taholle( Studentenwerk) .	Jos halusi saada paikallisen opiskelija-asuntosäätiön asunnon, piti tehdä online-hakemus suoraan kyseiselle taholle (Studentenwerk). Tämä on edullisin vaihtoehto, sillä yksityisiltä markkinoilta on vaikeampaa löytää kalustettua asuntoa. Itse asuntotarjouksen sain kuitenkin vasta kolme viikkoa ennen lähtöäni. Kannattaa siis kaikesta huolimatta katsella myös yksityisiä opiskelija-asuntoloita. Ainakin vaihtoyliopiston kansainvälisten asioiden toimistosta muistutettiin monessa ohjeessa, että kaikille vaihtareille ei koskaan riitä tarpeeksi opiskelija-asuntoja.			645	opiskelija-asunto#säätiö	nmod:poss	tehdä	--	58	https://puolukka.uta.fi/jhout/analyzer/index.php?id=645
Vuokrasin asunnon kampukselta Parkwoodista, jossa useimmat vaihto-opiskelijat asuivat.	Vuokrasin asunnon kampukselta Parkwoodista, jossa useimmat vaihto-opiskelijat asuivat. Parkwood on tavallaan pieni opiskelijakylä, jossa on kaikki olennainen. Parkwood osoittautui itselleni hyväksi ratkaisuksi, sillä siellä oli melko hiljaista verrattuna muihin asuntoloihin. Parkwood sijaitsee tosin kauempana noin 10-15 minuutin kävelymatkan päästä pääkampukselta. Hintataso on sanalla sanoen kallis, vaikka asunnot ovatkin halvimmasta päästä, mutta toisaalta kampusasuminen kuitenkin lienee yksinkertaisin ja luotettavin vaihtoehto. Asuin viiden hengen kaksikerroksisessa soluasunnossa, jossa vessa, keittiö sekä suihku jaettiin. Kokolattiamattoihin sekä kaasuhellaan oli aluksi pieni totutteleminen, mutta lopulta tykästyin ainakin jälkimmäiseen. Asunnoissa kävi myös siivooja, joka vastasi yleisten tilojen siisteydestä, joten kämppäkavereiden kanssa ei tullut ongelmia siisteydestä huolehtimisen suhteen.			119	asunto	nmod:poss	vuokrata	Sing.1	100	https://puolukka.uta.fi/jhout/analyzer/index.php?id=119
Ensimmäinen vinkkini asunnon etsintään: OLKAA AJOISSA LIIKKEELLÄ!	Ensimmäinen vinkkini asunnon etsintään: OLKAA AJOISSA LIIKKEELLÄ! Itselläni jäi asunnon hankkiminen vähän viime tippaan, ja lopputulos oli sen mukainen. Ensimmäiset kolme viikkoa asuin hotellissa kaupungin keskustassa, minkä jälkeen pääsin noin kuuden kilometrin päässä yliopistolta sijaitsevaan yksityiseen opiskelija-asuntolaan, Hamstead Campusiin aka HamCamiin. Asuntola oli ensijärkytyksestä (kokolattiamatot, yhteisvessat ja -suihkut, muutenkin suunnilleen 60-luvun tunnelma) toivuttuani varsin siedettävä asuinratkaisu: hinta pienestä huoneesta pitkällä käytävällä oli halpa, noin 400€/kuukausi, ja siellä asui paljon muitakin vaihtareita (tämä toki kostautui viikonloppuisin äänekkäinä bileinä). Suurimpana miinuksena oli kuitenkin tuo etäisyys yliopistoon ja siten myös keskustaan, sillä bussilla kulkeminen osoittautui välttämättömäksi ja oli sietämättömän kallista Tampereen mittapuulla. Koko lukukauden voimassa oleva bussikortti olisi maksanut 360€, mutta itse tyydyin matkakorttiin, jolla yhdensuuntainen matka maksoi n. 3€ ja edestakainen n. 5,5€. Muiden vaihtareiden asunnoissa vierailtuani oma majoitus alkoi kyllä harmittaa: vaikka kampuksen omissa asuntoloissa vuokra oli kova (yli 600€ pienestä huoneesta, omasta kylppäristä ja jaetusta keittiöstä), asunnot olivat uudehkoja ja siistejä ja tietysti bonuksena se, että luennolle oli parhaimmillaan matkaa vain 100 metriä. Saadessani Astonista ensimmäisen sähköpostin, siinä linjattiin suoraan että kampuksella sijaitsevat asuntolat on tarkoitettu EU:n ulkopuolisille ja koko lukuvuoden Astonissa viettäville opiskelijoille, mutta vierailin kyllä useammassakin kampuksella sijaitsevassa asunnossa, jonka vuokralainen ei täyttänyt ko. kriteerejä... Suosittelen siis kysymään asiasta suoraan yliopistolta mikäli kampuksella asuminen kiinnostaa! ﻿			106	asunto	nmod:poss			210	https://puolukka.uta.fi/jhout/analyzer/index.php?id=106
Vuokrasin asunnon SSH:lta.	Vuokrasin asunnon SSH:lta. Yliopisto suositteli tätä organisaatiota, ja vuokraamani asunto oli asuttava, mutta ei kovinkaan tasokas. Vuokrataso Groningenissa on melko sama kuin Suomessa ja huoneita voi olla hiukan haastava löytää syksyllä ja keväällä. SSH oli sinänsä helppo, että huoneen sai varattua jo Suomesta käsin, ja muuttamaan pääsi kuun alussa. Moni kaverini oli kuitenkin löytänyt huomattavasti parempia huoneita yksityiseltä puolelta, joten suosittelisin tutkimaan sitä tarjontaa hyvinkin tarkasti. Halpaa asuminen ei kuitenkaan ole kummassakaan tapauksessa.			11	asunto	nmod:poss	vuokrata	Sing.1	73	https://puolukka.uta.fi/jhout/analyzer/index.php?id=11
Ainoa negatiiviseksi kokemani asia vastaanottavan yliopiston hakemusjärjestelyissä oli se, että vaihtopaikasta tuleva lopullinen varmistus venyy ilmeisesti aina niin pitkälle, että asunnon hankinnassa on tehtävä paljon kompromisseja.	Ainoa negatiiviseksi kokemani asia vastaanottavan yliopiston hakemusjärjestelyissä oli se, että vaihtopaikasta tuleva lopullinen varmistus venyy ilmeisesti aina niin pitkälle, että asunnon hankinnassa on tehtävä paljon kompromisseja. Yleisesti ottaen voisi sanoa, että Prahassa asuntoja tulee vastaan hyvin nopeasti ja niihin on myös muutettava hyvin nopeasti. Lisäksi monessa asunnossa vuokraisäntä tai -emäntä saattaa haluta sopimusta pidemmäksi ajaksi kuin puoleksi vuodeksi, joten siinä mielessä sopivan vuokrasopimuksen etsintä voi olla vaikeaa. Yliopiston tarjoamat asuntolat ovat kaukana keskustasta, ja keskustasta saattaa joka tapauksessa löytää asunnon halvemmalla. Esimerkiksi yliopistolta asuntola-alueelle Hostivař kestää noin tunnin. Kyseisellä alueella asuu niin paikallisia kuin vaihto-opiskelijoita, ja sitä voisi verrata vaikkapa Hervannan teekkarikylään.			760	asunto	nmod:poss	olla	Sing.3	102	https://puolukka.uta.fi/jhout/analyzer/index.php?id=760
Asunnon etsintä Wienissä vaatii jonkin verran aikaa ja vaivaa, mutta mikään mahdoton tehtävä se ei ole.	Asunnon etsintä Wienissä vaatii jonkin verran aikaa ja vaivaa, mutta mikään mahdoton tehtävä se ei ole. Isossa yliopistokaupungissa on tarjolla runsaasti kalustettuja soluhuoneita, jotka ovat suositeltavia harjoittelun ajaksi. Wienissä on muutenkin yleisempää asua solussa (eli WG:ssä) ainakin opiskelujen ajan. Yhteisöllinen asuminen on suositeltavaa, koska elämä isossa kaupungissa voi tuntua yksinäiseltä ainakin aluksi, jos työpäivän jälkeen sulkeutuisi yksiöön. Katsoin soluhuoneita Facebookin ryhmistä sekä jobwohnen.at-nettisivustolta, josta lopulta löysin oman huoneeni. Kannattaa myös kysyä Wienin yliopiston kansainvälisten asioiden toimistosta heidän omaa Housing-listaa (osoitteesta: erasmus.incoming@univie.ac.at). Monet yksityishenkilöt tarjoavat asuntojaan tai huoneitaan vuokralle Erasmus-opiskelijoille ja toimistomme päivitti tätä listaa säännöllisin väliajoin. Kannattaa myös kysyä paikan päällä (siis Wienin kv-toimistossa) olevien harjoittelijoiden yhteystietoja, sillä heiltä voisi saada kontakteja asunnon etsintään tai ehkä jopa vuokrata heidän huoneensa. Yksityisen tarjonnan lisäksi vaihtoehtona voi harkita myös valmiiksi kalustettuja opiskelija-asuntoloita (OeAD, STUWO, WIHAST), joiden vuokrat tosin ovat verrattain korkeat. Yksityisillä markkinoilla vuokrataso on suomalaiselle kohtuullinen. Eläminen on muutenkin jonkin verran halvempaa, kuin Suomessa. Etenkin ulkona syöminen ja juominen ovat edullisia suomalaiseen hintatasoon tottuneelle.			318	asunto	nmod:poss	vaatia	Sing.3	165	https://puolukka.uta.fi/jhout/analyzer/index.php?id=318
Sain vuokrattua asunnon tuttavani kautta ennen kuin muutin Unkariin.	Sain vuokrattua asunnon tuttavani kautta ennen kuin muutin Unkariin. Muutin kuitenkin toisena lukukautena toiseen asuntoon. Asunnon vuokraaminen Budapestissa on suhteellisen helppoa ja asunnot löysin Facebookin ryhmistä jotka on suunnattu vaihtareille ja muille ulkomaalaisille. Ulkomaalaisille asuntojen hinnat ovat korkeammat kuin paikallisille, joten suosittelen etsimään myös tietoa paikallisilta vuokrien hinnoista ja mistä niitä kannattaa etsiä. Minä ja kämppikseni asuimme aivan Budapestin keskustassa, joten vuokramme oli myös hieman korkeampi. Normaalisti asuntoja saa vuokrattua 150–250 euron kuukausihinnalla. Suosittelen vaihtoon lähteville muuttamaan kimppakämppään, koska silloin on mahdollisuus tutustua uusiin ihmisiin, harjoittaa kielitaitoa ja vuokrataso on myös näin halvempi.			802	asunto	nmod:poss	saada	Sing.1	93	https://puolukka.uta.fi/jhout/analyzer/index.php?id=802
Olin hakupapereita ja muita lappuja täyttäessäni laittanut rastin ruutuun ja ilmoittanut haluavani asunnon yliopiston kautta.	Olin hakupapereita ja muita lappuja täyttäessäni laittanut rastin ruutuun ja ilmoittanut haluavani asunnon yliopiston kautta. Se on mielestäni kätevin ja eteläisen Saksan hintatasoa ajatellen myös järkevin ratkaisu. Itselläni sattui vielä erittäin hyvä tuuri sekä asunnon sijainnin että kämppisten suhteen. Omassa WG:ssäni meitä oli yhteensä kahdeksan henkeä, jotka jakoivat keittiön, kaksi vessaa ja kaksi suihkua. Talo oli vanha ja hissitön, mutta ehdottoman viehättävä asuinpaikka, sekä turistikierrosten nähtävyys. Oman saksan kielen kehittymisen kannalta oli lottovoitto päästä juuri kyseiseen huoneeseen asumaan – kämppiksistäni kuusi oli saksalaisia (tai jos heiltä kysyttäisiin, niin baijerilaisia). Yksi amerikkalainenkin mahtui joukkoomme, eli myös englannin kielen taitoni koheni toivottavasti hieman. Kaupungista pääse myös bussilla kätevästi IKEAan mikäli tarve vaatii. Itse selvisin erittäin vähällä ostoksien suhteen, sillä WG:n keittiössä oli entisten ja nykyisten asukkien astioita, joita me kaksi vaihtariakin saimme käyttää. Lakanatkin odottivat jo sängyllä valmiina kun saavuin kämpille, ja itse ostinkin ensimmäisellä IKEA-reissulla vain pari pyyhettä ja kynnysmaton. Asuntolassamme oleva netti kustansi euron kuussa ja se maksettiin yliopiston kirjakaupasta ostettavilla kupongeilla. Tämä oli yksi käytännön asioista, joka tuntui aluksi varsin monimutkaiselta, mutta tutorit opastivat avuliaasti tässäkin asiassa.			693	asunto	nmod:poss	laittaa	--	177	https://puolukka.uta.fi/jhout/analyzer/index.php?id=693
Asumisratkaisumme oli kaupungin reunalla pellon laidalla sijaitseva opiskelija-asuntola Avant-Garde, jossa jokaisella oli yksiö vessalla ja suihkulla.	Asumisratkaisumme oli kaupungin reunalla pellon laidalla sijaitseva opiskelija-asuntola Avant-Garde, jossa jokaisella oli yksiö vessalla ja suihkulla. Keittiö ja pyykkitilat olivat jokaisen kerroksen yhteiset; Vuokra 350€/kk, takuuvuokra 500€. Ensimmäisen kuukauden vuokra ja takuuvuokra pyydettiin maksamaan heti saavuttuamme, jolloin osalla oli ongelmia kortin maksurajojen kanssa. Asioiden hoitaminen asuntolassa oli hyvin epämuodollista, mutta kaikesta huolimatta suhteellisen toimivaa, ja esimerkiksi vieraiden majoittamiseen asunnossa suhtauduttiin positiivisesti. Rakennuksessa asui opiskelijoita myös muista oppilaitoksista. Vuokraan kuuluva wlan-yhteys oli arvaamaton ja iltaisin välillä käyttökelvoton. Mölyävistä asukkaista ja vuotavasta keittiön katosta huolimatta Avant-Garde oli luultavasti paras asumisratkaisu, joka Maastrichtissa oli tarjolla kyseiselle aikavälille.			26	asua#ratkaisu	nsubj:cop	Avant-Garde	--	8	https://puolukka.uta.fi/jhout/analyzer/index.php?id=26
Asuminen Riossa ei ole kovinkaan edullista, eikä Ibmec tarjoa majoitusvaihtoehtoja opiskelijoille.	Asuminen Riossa ei ole kovinkaan edullista, eikä Ibmec tarjoa majoitusvaihtoehtoja opiskelijoille. Vaihto-opiskelijat asuvat useimmiten kimppakämpissä, ja huoneen vuokra on keskimäärin 1000-1700 realia. Suosituimmat ja myös kalleimmat asuinpaikat ovat ranta-kaupunginosat Copacabana, Ipanema ja Leblon. Vaihto-opiskelijoita asui myös Flamengossa ja Botafogossa. Turvallisuuden ja helppouden vuoksi on ehkä suositeltavaa asua kaupungin eteläosassa (Zona Sul), esim. edellä mainituilla alueilla. Yliopisto sijaitsee keskustassa (Centro), mutta sitä ympäröivä alue ei ole kovinkaan asuttavaa, vaan siellä sijaitsee lähinnä toimistoja ja iltaisin alue autioituu. Matka yliopistolle esimerkiksi Copacabanalta metrolla tai bussilla kestää noin 20-25 minuuttia. Asunnon löytäminen voi olla hankalaa, sillä niistä on kova kysyntä. Asuntoa voi yrittää etukäteen etsiä Facebookin Riossa asuville vaihto-opiskelijoille suunnatuista ryhmistä. Jos haluaa varmistua asunnon kunnosta, voi sen etsiminen vasta paikan päältä olla hyvä vaihtoehto. Monet asuvat ensin jonkin aikaa esim. hostellissa etsimässä asuntoa, jolloin hyviä vaihtoehtoja voi löytyä muiden vaihto-opiskelijoiden ja paikallisten kautta.			85	asua	nsubj:cop	edullinen	--	60	https://puolukka.uta.fi/jhout/analyzer/index.php?id=85
Asuminen Tokiossa on aika kallista.	Asuminen Tokiossa on aika kallista. Vuokra ja julkisten liikennevälineiden kuukausikortit olivat kalliimpia kuin mihin oli tottunut. Jos vain saa mahdollisuuden, kannattaa hakea stipendiä Japanin päästä. Suomeen verrattuna vihannekset ja hedelmät olivat todella arvokkaita. Ruokapuoli saattoi tuottaa päänvaivaa, koska ruokakaupoissa myytiin tavaraa, mitä ei ollut ikinä ennen nähnyt. Ruokaselosteisiin tutustuminen vaatii kärsivällisyyttä, koska kaikki on tietenkin ilmoitettu vain japaniksi. Joissain tapauksissa ulkona syömisestä tulee jopa halvempaa kuin ruuan tekemisestä kotona. Myös yliopiston ruokala tarjosi ruokaa koko päivän, mikä oli erittäin tervetullutta.			341	asua	nsubj:cop	kallis	--	80	https://puolukka.uta.fi/jhout/analyzer/index.php?id=341
